,sqft_living,price
231,2280,500000.0
232,2940,315000.0
233,1000,213000.0
234,2480,475000.0
235,3760,1025000.0
236,2220,416000.0
237,1970,410000.0
238,3830,800000.0
239,4410,472000.0
240,1430,225000.0
241,830,210000.0
242,1430,455000.0
243,1300,225000.0
244,1030,480000.0
245,2740,363000.0
246,3650,2400000.0
247,720,181000.0
248,2010,250000.0
249,1560,481000.0
250,1810,260000.0
251,3360,455000.0
252,1510,415000.0
253,1400,349500.0
254,1730,245000.0
255,1420,592500.0
256,2360,385000.0
257,1580,315000.0
258,1230,255000.0
259,2460,693000.0
260,1660,780000.0
261,1270,237000.0
262,2100,525000.0
263,770,425000.0
264,760,369900.0
265,1700,290000.0
266,1120,285000.0
267,1070,415000.0
268,2070,272500.0
269,5050,2900000.0
270,5310,1365000.0
271,1040,436000.0
272,1700,210000.0
273,1300,236000.0
274,1080,331000.0
275,2653,365000.0
276,2290,450000.0
277,3820,770000.0
278,2210,455000.0
279,2390,405000.0
280,2600,304900.0
281,860,170000.0
282,3830,2050000.0
283,3500,780000.0
284,2420,330000.0
285,2720,370000.0
286,2500,467000.0
287,1670,405000.0
288,2900,675000.0
289,1640,500000.0
290,1890,389999.0
291,2950,630000.0
292,2160,360000.0
293,3280,580000.0
294,1970,550000.0
295,3360,879000.0
296,1320,265000.0
297,2650,446500.0
298,2030,404000.0
299,1590,267500.0
300,4550,3075000.0
301,2440,335000.0
302,1940,576000.0
303,2040,208633.0
304,2200,315000.0
305,1920,725000.0
306,1800,550000.0
307,2180,610750.0
308,1010,550700.0
309,3320,665000.0
310,2370,834000.0
311,1660,201000.0
312,3650,2384000.0
313,4290,1384000.0
314,4290,1400000.0
315,1950,305000.0
316,2590,487000.0
317,1930,390000.0
318,1470,548000.0
319,800,268750.0
320,3150,819900.0
321,2030,520000.0
322,1450,230000.0
323,1510,240000.0
324,1240,232000.0
325,1240,240500.0
326,3030,274975.0
327,2050,740000.0
328,1000,186375.0
329,2370,790000.0
330,2800,880000.0
331,2240,279000.0
332,1810,295000.0
333,1070,640000.0
334,2490,940000.0
335,1960,260000.0
336,2930,559900.0
337,1510,791500.0
338,1420,265000.0
339,1740,245000.0
340,2560,485000.0
341,3040,684000.0
342,2500,425000.0
343,1275,309600.0
344,2580,552250.0
345,1000,165000.0
346,1000,239900.0
347,1070,320000.0
348,1390,206600.0
349,2500,387000.0
350,560,299000.0
351,2270,855000.0
352,1900,315000.0
353,990,437500.0
354,1550,252000.0
355,2200,375000.0
356,1910,300000.0
357,1750,420000.0
358,1330,900000.0
359,2440,679900.0
360,1640,463000.0
361,2760,380000.0
362,1820,329500.0
363,2110,604950.0
364,3040,795000.0
365,1840,465000.0
366,2990,673000.0
367,3520,810000.0
368,2440,785000.0
369,2090,338000.0
370,1430,280000.0
371,2180,315000.0
372,2180,530000.0
373,3450,380000.0
374,1450,297000.0
375,3230,730000.0
376,1640,450000.0
377,1590,275000.0
378,2020,595000.0
379,1300,435000.0
380,1380,270000.0
381,4040,950000.0
382,2130,389000.0
383,2550,560000.0
384,4800,1350000.0
385,2510,799000.0
386,1410,365500.0
387,1650,252350.0
388,2120,403950.0
389,2040,385000.0
390,1550,345000.0
391,1980,490000.0
392,1600,330000.0
393,3300,927000.0
394,3840,1118000.0
395,1220,330000.0
396,2720,530000.0
397,1940,365000.0
398,2160,378750.0
399,1530,269900.0
400,1710,557000.0
401,3730,360000.0
402,940,352000.0
403,1750,437000.0
404,1820,322500.0
405,1510,650000.0
406,1290,450000.0
407,1570,278500.0
408,1930,364950.0
409,2840,840000.0
410,1550,268000.0
411,833,517534.0
412,2990,632925.0
413,2000,577500.0
414,2390,339000.0
415,2910,570000.0
416,2085,563500.0
417,2200,423000.0
418,1860,355000.0
419,6070,1550000.0
420,950,482000.0
421,1600,625000.0
422,2250,538000.0
423,2280,380000.0
424,940,375000.0
425,1530,245000.0
426,2190,310000.0
427,2350,1300000.0
428,1440,397000.0
429,2200,365000.0
430,2290,328500.0
431,4040,988000.0
432,2610,1000000.0
433,1490,237000.0
434,2450,525000.0
435,1710,749000.0
436,4870,722500.0
437,3130,843000.0
438,1270,438000.0
439,2120,578000.0
440,1670,227950.0
441,2070,196000.0
442,1420,641000.0
443,1250,350000.0
444,940,205000.0
445,1920,400000.0
446,3545,1030000.0
447,1260,505000.0
448,2340,475000.0
449,2590,520000.0
450,3970,1450000.0
451,1220,333500.0
452,1400,232000.0
453,2360,691100.0
454,1870,811000.0
455,2830,551000.0
456,2260,496500.0
457,1970,705000.0
458,3140,578000.0
459,1240,255000.0
460,3450,1050000.0
461,2570,348000.0
462,1510,230000.0
463,2390,359500.0
464,980,330000.0
465,430,80000.0
466,1480,465000.0
467,1850,325000.0
468,2270,340500.0
469,1810,342500.0
470,1610,290900.0
471,3840,868700.0
472,4110,1199000.0
473,4190,1150000.0
474,3390,859900.0
475,1890,520000.0
476,1610,460000.0
477,1050,438924.0
478,630,315000.0
479,2910,590000.0
480,1700,378500.0
481,1950,328500.0
482,2990,849950.0
483,1350,525000.0
484,4860,1385000.0
485,2160,295000.0
486,4860,1067000.0
487,890,207950.0
488,2810,699900.0
489,3400,1280000.0
490,1580,452000.0
491,1680,370000.0
492,1300,232000.0
493,2820,669950.0
494,1510,397500.0
495,1230,490000.0
496,2110,725000.0
497,3080,299000.0
498,1490,625000.0
499,2120,437500.0
500,3180,650000.0
501,1490,475000.0
502,1930,342000.0
503,2770,1197350.0
504,1670,280000.0
505,1330,240000.0
506,1210,529000.0
507,1190,442000.0
508,1540,615000.0
509,4030,1485000.0
510,2430,585000.0
511,2600,480000.0
512,4410,1095000.0
513,1330,290000.0
514,1900,615000.0
515,1100,300000.0
516,1980,308000.0
517,2400,750000.0
518,4760,2250000.0
519,3180,890000.0
520,1190,288000.0
521,630,190000.0
522,2530,515000.0
523,1690,235000.0
524,940,275000.0
525,1240,727500.0
526,3040,650000.0
527,6050,1600000.0
528,1590,365000.0
529,2500,662000.0
530,1780,270500.0
531,1360,200000.0
532,4740,970000.0
533,1010,160000.0
534,1040,204000.0
535,1610,358000.0
536,1570,452000.0
537,1510,595000.0
538,1360,249000.0
539,1970,346900.0
540,5403,2125000.0
541,1560,280000.0
542,2320,318888.0
543,2120,530000.0
544,2120,375000.0
545,3350,910000.0
546,2380,782000.0
547,1070,259950.0
548,2300,315000.0
549,1320,215000.0
550,2180,705000.0
551,4380,1450000.0
552,1790,451000.0
553,750,261000.0
554,1300,396000.0
555,2990,725000.0
556,4640,1950000.0
557,1400,238000.0
558,2750,750000.0
559,2050,331500.0
560,2230,460000.0
561,2340,404950.0
562,2870,880000.0
563,4120,863000.0
564,2080,638700.0
565,1840,435000.0
566,1180,260000.0
567,2160,671500.0
568,1180,610000.0
569,1160,405000.0
570,1830,338900.0
571,3200,720000.0
572,2560,442000.0
573,2550,650000.0
574,1330,263500.0
575,1220,300000.0
576,1805,266000.0
577,6050,930000.0
578,2320,530000.0
579,1384,180000.0
580,2720,619000.0
581,1820,264000.0
582,2130,730000.0
583,2060,439000.0
584,1420,268500.0
585,1510,330000.0
586,2160,640000.0
587,3180,900000.0
588,2110,370000.0
589,2060,685000.0
590,1830,505000.0
591,1820,265000.0
592,1610,290000.0
593,1780,296000.0
594,1840,360000.0
595,1460,240500.0
596,1400,372500.0
597,3370,595000.0
598,3590,515000.0
599,3200,1220000.0
600,1670,507000.0
601,2420,399950.0
602,1430,185000.0
603,1440,460000.0
604,1450,435500.0
605,3550,469000.0
606,1270,531000.0
607,940,443500.0
608,1670,223000.0
609,3100,590000.0
610,1100,340000.0
611,1870,650000.0
612,1930,533600.0
613,2540,695000.0
614,1280,242000.0
615,1820,425000.0
616,1490,525000.0
617,1880,485000.0
618,1250,175000.0
619,1440,210000.0
620,1920,260000.0
621,2060,577000.0
622,1210,200000.0
623,1760,605000.0
624,990,325000.0
625,960,289500.0
626,1660,559950.0
627,1900,1042500.0
628,1270,543500.0
629,3250,480000.0
630,960,218000.0
631,1330,565000.0
632,2080,426700.0
633,2690,650000.0
634,890,542000.0
635,1070,415000.0
636,1200,214000.0
637,1360,245000.0
638,2050,314500.0
639,3000,1120000.0
640,1300,378000.0
641,2250,305000.0
642,3740,595000.0
643,1660,729500.0
644,2360,430000.0
645,1760,240000.0
646,1680,545000.0
647,1320,530000.0
648,870,157000.0
649,1260,425000.0
650,1000,220000.0
651,2020,521000.0
652,1920,325000.0
653,2150,597500.0
654,1470,337000.0
655,3180,1000000.0
656,3930,3070000.0
657,990,495000.0
658,2770,748000.0
659,1250,888000.0
660,1140,269900.0
661,2250,496500.0
662,1640,475000.0
663,1255,312000.0
664,1290,323000.0
665,1300,331000.0
666,1220,306000.0
667,2630,655000.0
668,1950,290000.0
669,3160,1250000.0
670,1550,460000.0
671,1700,435000.0
672,2510,664000.0
673,1800,865000.0
674,1800,385000.0
675,1870,497000.0
676,1010,280000.0
677,1120,188000.0
678,2090,478500.0
679,4370,1145000.0
680,1440,222000.0
681,2580,799000.0
682,3190,609900.0
683,2380,413000.0
684,1420,400000.0
685,2990,802541.0
686,2680,320000.0
687,2730,507000.0
688,1220,387500.0
689,1500,396000.0
690,1830,373000.0
691,4570,1484900.0
692,2470,359900.0
693,800,410000.0
694,2900,690000.0
695,1410,245000.0
696,2830,700000.0
697,1680,268000.0
698,1760,225000.0
699,2240,980000.0
700,1380,795000.0
701,820,195000.0
702,2180,480000.0
703,1400,485000.0
704,880,130000.0
705,1060,325000.0
706,1530,440000.0
707,2480,550000.0
708,1490,310000.0
709,3660,530000.0
710,2340,390000.0
711,1450,243000.0
712,2210,639000.0
713,1130,215000.0
714,1550,405000.0
715,1710,250000.0
716,1010,405500.0
717,2660,452000.0
718,2660,730000.0
719,1300,267000.0
720,1670,289950.0
721,960,565000.0
722,4670,1578000.0
723,2140,636000.0
724,2520,350000.0
725,1650,320000.0
726,1440,210000.0
727,1050,245000.0
728,1470,328000.0
729,4230,985000.0
730,1970,501000.0
731,1540,315000.0
732,2090,403000.0
733,2380,550000.0
734,2156,347500.0
735,2070,365000.0
736,1910,588000.0
737,1920,605000.0
738,3400,1300000.0
739,1400,233000.0
740,2210,360000.0
741,1170,459000.0
742,2100,740000.0
743,1160,305000.0
744,1500,395000.0
745,2940,560000.0
746,2010,650000.0
747,2170,449950.0
748,1430,517500.0
749,1510,435000.0
750,1150,329999.0
751,2150,950000.0
752,1370,447000.0
753,2380,699800.0
754,1370,850000.0
755,1600,316500.0
756,3750,942500.0
757,3950,1310000.0
758,2400,856600.0
759,2830,405600.0
760,2440,565000.0
761,1190,400000.0
762,1400,330000.0
763,2730,374950.0
764,2390,405300.0
765,2060,560000.0
766,2490,824000.0
767,1100,260000.0
768,2430,760000.0
769,3170,405000.0
770,2640,429900.0
771,1130,341500.0
772,1940,465250.0
773,1100,450000.0
774,1200,390000.0
775,2000,420000.0
776,1890,269950.0
777,1910,493000.0
778,2710,370000.0
779,4860,2250000.0
780,1250,305000.0
781,1590,400000.0
782,1240,320000.0
783,2000,715000.0
784,3610,650000.0
785,1930,218000.0
786,1280,500000.0
787,2090,460000.0
788,1940,232500.0
789,1800,408200.0
790,1730,522000.0
791,2810,675000.0
792,3550,1355000.0
793,1330,249950.0
794,750,210000.0
795,1760,429950.0
796,3200,737500.0
797,1740,710000.0
798,2100,470000.0
799,4270,1100000.0
800,1340,650000.0
801,3190,1216000.0
802,1630,422120.0
803,2990,625000.0
804,1550,385200.0
805,1690,500000.0
806,1960,308000.0
807,2390,565000.0
808,2600,581000.0
809,1950,361000.0
810,1250,345000.0
811,1180,419000.0
812,1680,347000.0
813,2220,625000.0
814,4890,2400000.0
815,2660,379000.0
816,1150,310000.0
817,1130,250000.0
818,2760,682000.0
819,1430,246500.0
820,1490,325000.0
821,2030,310950.0
822,3010,1100000.0
823,1810,287500.0
824,1810,431000.0
825,970,226000.0
826,2010,825000.0
827,1300,175000.0
828,1260,465750.0
829,2610,659000.0
830,1910,595000.0
831,1780,350000.0
832,1900,270000.0
833,2450,662500.0
834,1380,249900.0
835,1920,324500.0
836,1350,430000.0
837,1350,419950.0
838,2510,285000.0
839,2470,332000.0
840,1660,282000.0
841,1340,320000.0
842,1620,428750.0
843,2300,330000.0
844,2000,456500.0
845,1640,352000.0
846,1530,664000.0
847,4000,628000.0
848,1610,512000.0
849,2070,254000.0
850,1900,535800.0
851,1050,287653.0
852,1520,438000.0
853,2390,450000.0
854,2400,327000.0
855,1790,370500.0
856,1720,265000.0
857,2980,450000.0
858,1520,425000.0
859,1150,166600.0
860,380,245000.0
861,910,565000.0
862,1650,539900.0
863,2480,910000.0
864,2050,280000.0
865,1420,275000.0
866,3460,467000.0
867,1500,457500.0
868,1320,381156.0
869,2180,289999.0
870,1830,642450.0
871,1620,469950.0
872,2920,795000.0
873,3300,785000.0
874,3060,860000.0
875,3064,1095000.0
876,1530,147500.0
877,1910,390000.0
878,1020,229000.0
879,1150,185000.0
880,1260,414900.0
881,1920,200000.0
882,1800,225000.0
883,2040,720000.0
884,2200,930000.0
885,3200,1270000.0
886,2400,700000.0
887,1140,466000.0
888,1330,374000.0
889,1940,480000.0
890,3000,740000.0
891,1820,1010000.0
892,2910,395000.0
893,1090,340000.0
894,1230,209000.0
895,1710,431650.0
896,3160,980000.0
897,2680,660000.0
898,2190,730000.0
899,1260,291500.0
900,2970,905000.0
901,2570,800000.0
902,3810,839900.0
903,1010,200000.0
904,1480,300000.0
905,1250,530000.0
906,1654,314950.0
907,1410,255000.0
908,2160,550000.0
909,1400,435000.0
910,1420,234000.0
911,2500,615000.0
912,1410,205000.0
913,2100,384000.0
914,1750,324000.0
915,2070,645000.0
916,1570,570000.0
917,1920,324000.0
918,1000,270000.0
919,2120,290000.0
920,1440,250000.0
921,1660,342000.0
922,1340,255000.0
923,2380,800000.0
924,1560,451000.0
925,2780,990000.0
926,1860,288400.0
927,2390,420000.0
928,1370,359000.0
929,2570,390000.0
930,1320,300000.0
931,2520,545000.0
932,1250,288349.0
933,1560,299900.0
934,2330,891000.0
935,3660,1200000.0
936,2790,378000.0
937,1060,299995.0
938,2020,253000.0
939,1580,350000.0
940,2020,565000.0
941,970,315000.0
942,1490,570000.0
943,4390,971000.0
944,2750,915000.0
945,2150,419000.0
946,1810,260000.0
947,2230,1321500.0
948,2430,369950.0
949,3680,1029900.0
950,1410,435000.0
951,1330,601000.0
952,1490,460500.0
953,2020,720000.0
954,3130,851000.0
955,2670,550000.0
956,1980,700000.0
957,2100,323000.0
958,1350,345500.0
959,2140,378000.0
960,2208,650000.0
961,1010,385000.0
962,970,425000.0
963,1520,210000.0
964,2740,630000.0
965,1570,335000.0
966,1320,196500.0
967,2550,582800.0
968,1560,440000.0
969,2360,752500.0
970,1330,532500.0
971,1070,265000.0
972,1510,397500.0
973,1710,524250.0
974,2790,765000.0
975,2620,648000.0
976,2970,469500.0
977,1050,237500.0
978,1280,216000.0
979,1030,427200.0
980,1900,280000.0
981,3070,718000.0
982,1760,420000.0
983,930,379000.0
984,880,326100.0
985,1360,535000.0
986,2130,283000.0
987,1480,260000.0
988,1500,399000.0
989,1670,484950.0
990,2060,640000.0
991,2160,585000.0
992,2780,645000.0
993,1490,253000.0
994,740,178500.0
995,1860,291000.0
996,1590,199950.0
997,850,553500.0
998,1030,189950.0
999,1850,289000.0
1000,1830,700000.0
1001,1560,270000.0
1002,1730,258000.0
1003,1930,530000.0
1004,1422,245000.0
1005,1380,563000.0
1006,2430,515000.0
1007,2610,325000.0
1008,2000,540000.0
1009,920,280300.0
1010,1750,460000.0
1011,2020,475000.0
1012,2460,900000.0
1013,1780,538200.0
1014,1080,429000.0
1015,1250,164808.0
1016,1870,520000.0
1017,1700,475000.0
1018,1480,283000.0
1019,1930,321500.0
1020,3130,840000.0
1021,1370,287000.0
1022,960,375000.0
1023,1260,349500.0
1024,1480,446450.0
1025,1930,315000.0
1026,870,271310.0
1027,1300,315000.0
1028,1490,245000.0
1029,1380,543115.0
1030,1190,900000.0
1031,4250,2450000.0
1032,1920,554000.0
1033,2080,249900.0
1034,3220,768000.0
1035,3680,980000.0
1036,2070,395000.0
1037,1480,415000.0
1038,2000,380000.0
1039,1560,566000.0
1040,1600,218500.0
1041,1940,550000.0
1042,1540,512031.0
1043,820,197500.0
1044,1780,470000.0
1045,1560,590000.0
1046,2210,465000.0
1047,2040,499000.0
1048,1920,515000.0
1049,1930,716500.0
1050,1700,410000.0
1051,3450,850000.0
1052,3440,1050000.0
1053,2380,648000.0
1054,2400,620000.0
1055,5670,935000.0
1056,1140,379000.0
1057,1670,699000.0
1058,1910,528000.0
1059,1560,425000.0
1060,1500,249500.0
1061,4475,1035480.0
1062,2840,790000.0
1063,1020,399950.0
1064,1410,275000.0
1065,1520,550000.0
1066,730,140000.0
1067,1190,250000.0
1068,1410,318000.0
1069,1240,505000.0
1070,2500,470500.0
1071,1050,360000.0
1072,2680,1242500.0
1073,2380,986000.0
1074,1060,515000.0
1075,2300,320000.0
1076,2010,310000.0
1077,1090,356700.0
1078,2320,775000.0
1079,1040,325000.0
1080,1810,208000.0
1081,1150,825000.0
1082,2360,515000.0
1083,1970,490000.0
1084,2690,675000.0
1085,2080,360000.0
1086,2080,550000.0
1087,1370,225000.0
1088,3410,500000.0
1089,1850,385000.0
1090,3010,837700.0
1091,1530,448000.0
1092,2690,730000.0
1093,2810,575000.0
1094,1810,430000.0
1095,1560,435000.0
1096,1010,241000.0
1097,1000,453500.0
1098,990,285000.0
1099,720,151000.0
1100,6070,1570000.0
1101,2270,631000.0
1102,1380,285000.0
1103,1260,195000.0
1104,2910,817500.0
1105,1810,550000.0
1106,3160,1127000.0
1107,1910,609850.0
1108,1230,200000.0
1109,2960,367000.0
1110,2200,285167.0
1111,1270,275000.0
1112,2540,350900.0
1113,3030,660000.0
1114,1520,525000.0
1115,1560,262000.0
1116,970,690000.0
1117,3570,624000.0
1118,1350,353000.0
1119,3710,552500.0
1120,1430,224500.0
1121,940,239000.0
1122,4300,975000.0
1123,3990,1200000.0
1124,1380,505000.0
1125,2020,302000.0
1126,1480,170000.0
1127,1190,195000.0
1128,2550,272000.0
1129,2550,369000.0
1130,1500,332500.0
1131,3000,515000.0
1132,1690,269000.0
1133,4390,1278000.0
1134,1560,303000.0
1135,2940,420000.0
1136,1130,400000.0
1137,1020,225000.0
1138,1310,219000.0
1139,2570,605000.0
1140,2020,625000.0
1141,1680,380000.0
1142,1770,620000.0
1143,3190,687500.0
1144,1440,225500.0
1145,1150,252500.0
1146,1860,510000.0
1147,2430,510000.0
1148,1940,725000.0
1149,670,75000.0
1150,880,492000.0
1151,1930,425000.0
1152,3120,1955000.0
1153,1830,298900.0
1154,3230,699000.0
1155,700,310000.0
1156,1010,350000.0
1157,2460,790000.0
1158,2230,305000.0
1159,1570,315000.0
1160,2390,267500.0
1161,3460,1750000.0
1162,2400,435000.0
1163,2940,482500.0
1164,8010,5110800.0
1165,1570,439995.0
1166,1520,460000.0
1167,1070,194000.0
1168,440,290000.0
1169,2440,274700.0
1170,2660,900000.0
1171,4460,1150000.0
1172,2010,605000.0
1173,1450,359000.0
1174,1400,850000.0
1175,1500,505000.0
1176,2500,565000.0
1177,1280,585000.0
1178,3380,328000.0
1179,2910,749950.0
1180,3060,826000.0
1181,1330,535000.0
1182,3300,925000.0
1183,3250,875000.0
1184,2530,902000.0
1185,1830,423000.0
1186,1170,235000.0
1187,2930,545000.0
1188,1230,343000.0
1189,1620,334950.0
1190,1760,405000.0
1191,1440,220000.0
1192,1740,173000.0
1193,1270,655000.0
1194,880,406000.0
1195,2560,632000.0
1196,1540,357000.0
1197,1150,361000.0
1198,770,277000.0
1199,4610,630000.0
1200,1850,254000.0
1201,1840,472800.0
1202,1490,263000.0
1203,1490,510000.0
1204,960,179950.0
1205,1580,525000.0
1206,1260,479000.0
1207,1940,651000.0
1208,2490,949000.0
1209,2520,392400.0
1210,1760,585000.0
1211,4190,460000.0
1212,1170,470000.0
1213,1600,245000.0
1214,2760,500000.0
1215,2090,455000.0
1216,2320,485500.0
1217,4110,1875000.0
1218,770,100000.0
1219,1410,307000.0
1220,3660,475000.0
1221,2180,330000.0
1222,1110,130000.0
1223,2280,320000.0
1224,2820,735000.0
1225,1570,365000.0
1226,1200,234000.0
1227,1710,211000.0
1228,3000,680000.0
1229,2800,457000.0
1230,1640,349000.0
1231,2030,360000.0
1232,2530,350000.0
1233,990,208000.0
1234,790,250275.0
1235,790,435000.0
1236,1800,270000.0
1237,1650,438000.0
1238,1980,659000.0
1239,2340,645000.0
1240,2790,685100.0
1241,2800,350000.0
1242,1840,375000.0
1243,1350,170000.0
1244,3030,880000.0
1245,1980,410500.0
1246,3690,780000.0
1247,3732,1225000.0
1248,1510,449000.0
1249,2000,546000.0
1250,1760,317000.0
1251,1270,276900.0
1252,2620,399000.0
1253,2630,495000.0
1254,2270,258000.0
1255,2410,600000.0
1256,1120,265000.0
1257,3030,321000.0
1258,2120,682000.0
1259,1720,295700.0
1260,2150,609000.0
1261,4380,995000.0
1262,2010,530000.0
1263,3150,614000.0
1264,2500,390000.0
1265,1690,467000.0
1266,3300,484000.0
1267,1240,340000.0
1268,2200,302495.0
1269,1620,532500.0
1270,2420,441500.0
1271,2680,470000.0
1272,4250,2300000.0
1273,2400,590000.0
1274,2300,320000.0
1275,920,363000.0
1276,2350,747500.0
1277,2630,750000.0
1278,2170,831000.0
1279,1700,403000.0
1280,2470,445000.0
1281,1250,345000.0
1282,3110,2260000.0
1283,1530,371025.0
1284,960,355000.0
1285,1240,270000.0
1286,2440,425000.0
1287,2320,364808.0
1288,1580,320000.0
1289,2963,325000.0
1290,2470,350000.0
1291,1370,170000.0
1292,960,255000.0
1293,1130,550000.0
1294,4930,835000.0
1295,1150,420000.0
1296,2190,925000.0
1297,1490,389250.0
1298,2600,748000.0
1299,1530,284000.0
1300,1680,588000.0
1301,1680,372500.0
1302,1900,285000.0
1303,1570,360000.0
1304,1370,275000.0
1305,1350,428000.0
1306,3010,847000.0
1307,1010,316000.0
1308,2050,375000.0
1309,1670,533000.0
1310,3840,556000.0
1311,2220,225000.0
1312,2590,537250.0
1313,1180,255000.0
1314,2950,530000.0
1315,7390,5300000.0
1316,2150,595000.0
1317,2100,548000.0
1318,1650,234975.0
1319,1620,600000.0
1320,1750,432000.0
1321,1380,455000.0
1322,1510,279950.0
1323,1600,267500.0
1324,1840,620000.0
1325,830,110000.0
1326,1810,625000.0
1327,910,389000.0
1328,2120,1200000.0
1329,2510,788500.0
1330,2100,567000.0
1331,2690,515000.0
1332,2430,605000.0
1333,2452,430000.0
1334,1550,805000.0
1335,2080,567500.0
1336,1290,647500.0
1337,1850,495000.0
1338,3370,825000.0
1339,2730,435000.0
1340,1300,445950.0
1341,3040,960000.0
1342,2440,780000.0
1343,1720,274500.0
1344,3230,729953.0
1345,1200,464950.0
1346,2350,620000.0
1347,3100,735000.0
1348,2040,450000.0
1349,2000,450000.0
1350,2160,842500.0
1351,1970,360000.0
1352,2270,585000.0
1353,1850,461000.0
1354,1350,345000.0
1355,3280,1075000.0
1356,2270,643000.0
1357,2820,690000.0
1358,1200,282000.0
1359,2000,549000.0
1360,2310,815000.0
